1	我看过许多勇敢的人，不怕措折地奋斗，这种精神值得我们学习。	我看过许多勇敢的人，不怕挫折地奋斗，这种精神值得我们学习。
0	以上说的可以看得出来我对学生的要求。背东西不是很重要因为将来，上班的时候，如果有问题的话总是可以去看书，没有人会要求你什么都一定要背进去。	以上说的可以看得出来我对学生的要求。背东西不是很重要因为将来，上班的时候，如果有问题的话总是可以去看书，没有人会要求你什么都一定要背进去。
0	我的目的就是要让学生有批评想法，因为在生活上经济虽然很重要，有很大的影响，但是根本不能确定谁说对、谁说错的。	我的目的就是要让学生有批评想法，因为在生活上经济虽然很重要，有很大的影响，但是根本不能确定谁说对、谁说错的。
0	我对学跟教怎么说话很有兴趣。我从小就在跟一流的老师学语言。所以我会用老师教的方法去教课。	我对学跟教怎么说话很有兴趣。我从小就在跟一流的老师学语言。所以我会用老师教的方法去教课。
0	如果我是大学老师，我会教荷兰文语。我喜欢教学生有很爱的语言。荷兰文很难学，可是我以为你用心去学会学得很好。	如果我是大学老师，我会教荷兰文语。我喜欢教学生有很爱的语言。荷兰文很难学，可是我以为你用心去学会学得很好。
1	我也教运动课。我觉得运动是很种要，孩子从小要动，不要到他们长大就不喜欢动。	我也教运动课。我觉得运动是很重要，孩子从小要动，不要到他们长大就不喜欢动。
2	我会用的方法给较六岁的孩子是用游实，用唱歌的方法教他们运动。我也会用这个方法教他们荷兰文。	我会用的方法给教六岁的孩子是用游戏，用唱歌的方法教他们运动。我也会用这个方法教他们荷兰文。
0	教小孩子要用好玩的方法，不要他们不想听的话。我会带他们每天去出玩，让他们习惯运动。我会教他们怎么样吃才好给身体。什么东西可以吃和什么东西给身体不好。	教小孩子要用好玩的方法，不要他们不想听的话。我会带他们每天去出玩，让他们习惯运动。我会教他们怎么样吃才好给身体。什么东西可以吃和什么东西给身体不好。
0	我希望学生会诉说一点的荷兰文和会算从一到三十在荷兰文。我也希望学生会喜欢动，不要在家坐着玩电脑。	我希望学生会诉说一点的荷兰文和会算从一到三十在荷兰文。我也希望学生会喜欢动，不要在家坐着玩电脑。
0	每天我会听考。每隔三天我会大考，只有用这个方法学生才能念的好。	每天我会听考。每隔三天我会大考，只有用这个方法学生才能念的好。
0	我会让他们吃吃看荷兰的小吃。也会教他们荷兰的习惯。我希望他们也会喜欢荷兰文，他们长大以后会出国去看一看荷兰。	我会让他们吃吃看荷兰的小吃。也会教他们荷兰的习惯。我希望他们也会喜欢荷兰文，他们长大以后会出国去看一看荷兰。
2	我最希望是他们会爱上语言，就可以学很多语言。去外国可以认识很多的人，就可以借少。	我最希望是他们会爱上语言，就可以学很多语言。去外国可以认识很多的人，就可以介绍。
1	体力课不但有趣，而且要他们的成绩高。	体育课不但有趣，而且要他们的成绩高。
1	我觉得说话的能力最重要。去外国的时候非说话不可。所以来我的科学生一定要说很多。他们每次进步很快。	我觉得说话的能力最重要。去外国的时候非说话不可。所以来我的课学生一定要说很多。他们每次进步很快。
3	一般来说教语言一方面很有意思，一方面比较经松。上课的时候我应该经经松松地教，不必紧张才让学生觉得上课的气氛很好，所以学生才学得好。	一般来说教语言一方面很有意思，一方面比较轻松。上课的时候我应该轻轻松松地教，不必紧张才让学生觉得上课的气氛很好，所以学生才学得好。
0	我会趁着放假，週末的时间跟学生到有名的地方去旅行，让学生有机会了解中国的文化，历史，有机会实验语言，中国字。	我会趁着放假，週末的时间跟学生到有名的地方去旅行，让学生有机会了解中国的文化，历史，有机会实验语言，中国字。
1	如果学生有不懂的题目，随时可以问我。不方便在上课的时候问的话，可以下课以后到我的办公司问。	如果学生有不懂的题目，随时可以问我。不方便在上课的时候问的话，可以下课以后到我的办公室问。
2	我会特别注意说英文这方面。我觉得敢说是最重要的！我当然希望我的学生在各个方面都帮，都好。但是很多人学习语言的时候都不敢讲。厅跟写他们都很不错。所以我会让他们上课的时候多说一点英文。	我会特别注意说英文这方面。我觉得敢说是最重要的！我当然希望我的学生在各个方面都棒，都好。但是很多人学习语言的时候都不敢讲。听跟写他们都很不错。所以我会让他们上课的时候多说一点英文。
1	而且我觉得学语言的人应该知道用这语演的人的想法。我觉得为了知道他们的想法，学生应该学他们的文化。好像他们的生活方式，历史甚么的。	而且我觉得学语言的人应该知道用这语言的人的想法。我觉得为了知道他们的想法，学生应该学他们的文化。好像他们的生活方式，历史甚么的。
1	如果这样的话，学生可以学得到很深的语言，还有学生会对他们学得语言。	如果这样的话，学生可以学得到很深的语言，还有学生会对他们学的语言。
1	如果人不会说中文，他们在亚洲找工作的机会可能有一点难。还是用电脑的习惯我觉得也是很重要的，所以我很开兴现在的小朋友从小有用过电脑。将来会有很多的好处。	如果人不会说中文，他们在亚洲找工作的机会可能有一点难。还是用电脑的习惯我觉得也是很重要的，所以我很开心现在的小朋友从小有用过电脑。将来会有很多的好处。
2	日过我当大学教授的话，我一定要教历史。为什么？因为我对历史非常兴趣。	如果我当大学教授的话，我一定要教历史。为什么？因为我对历史非常兴趣。
0	对我来说，人类不得不唸历史，人类以前做了很多错的事情，免得这些做错的事再做。	对我来说，人类不得不唸历史，人类以前做了很多错的事情，免得这些做错的事再做。
1	对我来说最容易的办法是先看书一点儿才让学生看今天的社会有跟一前的很像的方面，让他们看虽然全世界进步了很多，可是有的方面还没变了。	对我来说最容易的办法是先看书一点儿才让学生看今天的社会有跟以前的很像的方面，让他们看虽然全世界进步了很多，可是有的方面还没变了。
1	学身的功课会是现代的政府跟以前的比较，然后报告，他们觉得有什么东西一样，有什么不一样，再说告诉我他们觉得那个比较好。	学生的功课会是现代的政府跟以前的比较，然后报告，他们觉得有什么东西一样，有什么不一样，再说告诉我他们觉得那个比较好。
2	我的目标是学生会学到我们的父目，父母的父母什么的，给了我们很重要的课，我们得吧他们给我们的课总是记得，不要忘了，要不然我们的社会很容易会退步。	我的目标是学生会学到我们的父母，父母的父母什么的，给了我们很重要的课，我们得把他们给我们的课总是记得，不要忘了，要不然我们的社会很容易会退步。
1	我认为在大学教书的人不得不有许多经验，非常广的知识，而且对教人有很大的兴趣，要不然会生痛苦的活。我每有这些东西，我不太有耐烦。	我认为在大学教书的人不得不有许多经验，非常广的知识，而且对教人有很大的兴趣，要不然会生痛苦的活。我没有这些东西，我不太有耐烦。
2	我对语言学有很大的兴趣，对别的科学我不太了解。而且英文，除了波澜文意外，是我最容易说的语言。	我对语言学有很大的兴趣，对别的科学我不太了解。而且英文，除了波兰文以外，是我最容易说的语言。
2	为甚么我不想教我的母语？因为虽然我当然说很好的波澜文，可是一个关于教波澜文的东西都不知道，我也没有教的经验。	为甚么我不想教我的母语？因为虽然我当然说很好的波兰文，可是一个关于教波兰文的东西都不知道，我也没有教的经验。
0	我想不出来有特色的教法。我会努力教我的学生，努力给他们清楚的解释。	我想不出来有特色的教法。我会努力教我的学生，努力给他们清楚的解释。
0	除了常常鼓励他们，我为了鼓励自动自发的态度会给他们很多资料，然后上课的时候回答他们的问题。	除了常常鼓励他们，我为了鼓励自动自发的态度会给他们很多资料，然后上课的时候回答他们的问题。
0	如果他们不准备好，如果没有问题问我，我很失望。哪里有上大学，不想念书的道理？	如果他们不准备好，如果没有问题问我，我很失望。哪里有上大学，不想念书的道理？
0	我不能替他们学会语言。我只能告诉他们他们一定要重视他们的时间，不要懒惰地浪费时间。	我不能替他们学会语言。我只能告诉他们他们一定要重视他们的时间，不要懒惰地浪费时间。
0	我不要我的课很无聊一直在教室写功课、考试什么的。我想常常带我的学生去外面给他们机会用实用的英文。	我不要我的课很无聊一直在教室写功课、考试什么的。我想常常带我的学生去外面给他们机会用实用的英文。
1	因为我觉得用学的语言跟同学说话不但让语言学生学到不一样的词很说法他们的进步也会很快，所以我也要给他们很多机会跟同学合作。	因为我觉得用学的语言跟同学说话不但让语言学生学到不一样的词跟说法他们的进步也会很快，所以我也要给他们很多机会跟同学合作。
1	如果学生不能解决现实的问题，吃什么，租房子，交朋友什么的，他们不能适应住在外国，所以他们的生后会有很多困难。	如果学生不能解决现实的问题，吃什么，租房子，交朋友什么的，他们不能适应住在外国，所以他们的生活会有很多困难。
0	不但这个办法，而且我每个礼拜一次要放给我学生看一部电影。看了电影以后我就教他们把他们的看法写下来，交给我看。	不但这个办法，而且我每个礼拜一次要放给我学生看一部电影。看了电影以后我就教他们把他们的看法写下来，交给我看。
0	最近，学英文一年比一年重要了。所以我希望我学生们要把英文学好。我知道毕业以后找工作，竞争很激烈，真难找。我相信学生只要早一点学好英文就会给他们比较多机会找到很好的工作。	最近，学英文一年比一年重要了。所以我希望我学生们要把英文学好。我知道毕业以后找工作，竞争很激烈，真难找。我相信学生只要早一点学好英文就会给他们比较多机会找到很好的工作。
1	不但他对别人很客气，而且他说的话又让我知道很多知识，又很有意思。他又聪明又有趣，我觉得很多女生好像追他，可是看起来他对女生一点都没有兴趣。	不但他对别人很客气，而且他说的话又让我知道很多知识，又很有意思。他又聪明又有趣，我觉得很多女生好想追他，可是看起来他对女生一点都没有兴趣。
1	快要来圣诞节了，我希望那个时候已经跟他开始交往，我希望你早一点跟他联络，我怕来不起圣诞节，要不然我孤孤单单地一个人过圣诞节。	快要来圣诞节了，我希望那个时候已经跟他开始交往，我希望你早一点跟他联络，我怕来不及圣诞节，要不然我孤孤单单地一个人过圣诞节。
1	我从现在起，上网要安排吃饭的地方、玩的地方什么的，等你跟他联络，我再会确定的。	我从现在起，上网要安排吃饭的地方、玩的地方什么的，等你跟他联络，我才会确定的。
0	我跟几个朋友谈一谈的时候有一位高高的男生走过来，找人借给他一枝笔。小妹马上把她的笔借给他，所以我没有机会跟她说。	我跟几个朋友谈一谈的时候有一位高高的男生走过来，找人借给他一枝笔。小妹马上把她的笔借给他，所以我没有机会跟她说。
0	我真的很想认识她。可是有些问题，我并不知道她的名字，我只知道她是你的同学，因为她说她在科学系读研究所。	我真的很想认识她。可是有些问题，我并不知道她的名字，我只知道她是你的同学，因为她说她在科学系读研究所。
0	我想我真的喜欢上她了，每天都想出她的脸。我非认识她不可。所以你应该帮我，好不好。	我想我真的喜欢上她了，每天都想出她的脸。我非认识她不可。所以你应该帮我，好不好。
0	他那天穿了一件很美的绿色上衣，一条很紧的牛仔裤，和一双很流行的靴子。	他那天穿了一件很美的绿色上衣，一条很紧的牛仔裤，和一双很流行的靴子。
0	他人长得很漂亮：皮肤好像是太阳亲过的，没有太白，也没有太黑，像奶茶的颜色。她的发型比较短，没有到他的肩膀，颜色也很黑。	他人长得很漂亮：皮肤好像是太阳亲过的，没有太白，也没有太黑，像奶茶的颜色。她的发型比较短，没有到他的肩膀，颜色也很黑。
2	那天他穿着时尚的衣着，带着棕色的眼睛。	那天他穿着时尚的衣着，戴着棕色的眼镜。
1	他的身材又高又瘦！眼睛大大的、鼻子高高、嘴纯也厚厚的，真的帅死了！	他的身材又高又瘦！眼睛大大的、鼻子高高、嘴唇也厚厚的，真的帅死了！
0	你首先跟他说当天有没有看到我，说一说我这个人的个性很好，家里有也有很多钱，除了那个以以外长得又高又美要不要跟我见一次面，然后给他我的手机号码！	你首先跟他说当天有没有看到我，说一说我这个人的个性很好，家里有也有很多钱，除了那个以以外长得又高又美要不要跟我见一次面，然后给他我的手机号码！
0	你记不记得上次在你生日会来了那位辣妹？我当天很想认识她，但是太害羞了。	你记不记得上次在你生日会来了那位辣妹？我当天很想认识她，但是太害羞了。
2	她那一天带了绿色隐形眼镜，穿着也满流行，衬衫上有「你好猫咪」画图，我觉大她看起来因该差不多十五岁左右。	她那一天带了绿色隐形眼镜，穿着也满流行，衬衫上有「你好猫咪」画图，我觉得她看起来应该差不多十五岁左右。
1	请你第一时间帮我查出这个女生的资讯，然后马上通知我。在这个包裹里我也放了几首我亲自写的诗。求求你请把它交给我情爱的女生。	请你第一时间帮我查出这个女生的资讯，然后马上通知我。在这个包裹里我也放了几首我亲自写的诗。求求你请把它交给我亲爱的女生。
0	如果我一个礼拜以内还没收到好的消息，我的心一定会破碎，所以请别浪费时间。	如果我一个礼拜以内还没收到好的消息，我的心一定会破碎，所以请别浪费时间。
0	我想跟你讨论一个问题：我在你的生日会时候看到一个黑头发的男生。他长得很高，眼睛很大，穿一个红色的上衣跟牛仔裤。	我想跟你讨论一个问题：我在你的生日会时候看到一个黑头发的男生。他长得很高，眼睛很大，穿一个红色的上衣跟牛仔裤。
1	我觉得这个人长得不错跟很想要跟她认识可是后来，没有机会去跟他说话。	我觉得这个人长得不错跟很想要跟他认识可是后来，没有机会去跟他说话。
0	你的姐姐说她听说这个男生是从旧金山来的，跟他是一个法律学生。你知道我是对法律很有兴趣，所以我想跟这个男生讨论法律学校是什么样，看如果他可以告诉我他的法律学校的经验是像什么。	你的姐姐说她听说这个男生是从旧金山来的，跟他是一个法律学生。你知道我是对法律很有兴趣，所以我想跟这个男生讨论法律学校是什么样，看如果他可以告诉我他的法律学校的经验是像什么。
0	你认识这个人吗？如果你知道我在说谁，麻烦你，你能不能帮我去跟他见个面？下个週末，我要请几个朋友过来吃晚饭，给大家认识新朋友。	你认识这个人吗？如果你知道我在说谁，麻烦你，你能不能帮我去跟他见个面？下个週末，我要请几个朋友过来吃晚饭，给大家认识新朋友。
0	谢谢你！我希望下个週末能见到你们两个！	谢谢你！我希望下个週末能见到你们两个！
1	最近我的生活变了很苦闷，我天天睡不着而食物也持不下，都是那位美女在你的生日会的错！	最近我的生活变了很苦闷，我天天睡不着而食物也吃不下，都是那位美女在你的生日会的错！
1	她就是我下过雨的天夏天，没她就让我觉得很期待，那时候我就决定了，她不是从着世界来的，就是对我来说她一定是天使。	她就是我下过雨的天夏天，没她就让我觉得很期待，那时候我就决定了，她不是从这世界来的，就是对我来说她一定是天使。
0	我那整个晚上想过去跟她说话，一看到她的五官我的手就开始出汗了。我不断的告诉自己别精张，何必害羞呢？如果失败了就失败，何必害怕呢？	我那整个晚上想过去跟她说话，一看到她的五官我的手就开始出汗了。我不断的告诉自己别精张，何必害羞呢？如果失败了就失败，何必害怕呢？
0	大明我求求你，麻烦你个我介绍给那位天使，我这次初恋了，我不要为了我的倔强错过这个机会，或是我永远不会原谅自己。	大明我求求你，麻烦你个我介绍给那位天使，我这次初恋了，我不要为了我的倔强错过这个机会，或是我永远不会原谅自己。
0	我之所以给你写信，是因为想跟你说谢谢。你的生日晚会真的太棒了！而且我在你的生日晚会恋爱了！你一定很好奇，对不对？	我之所以给你写信，是因为想跟你说谢谢。你的生日晚会真的太棒了！而且我在你的生日晚会恋爱了！你一定很好奇，对不对？
1	上个礼拜六，在你最喜欢的夜店，我爱上了最漂亮的女生。我还不知道她的名字呢，可是我已经确定我想当他的白马公主。	上个礼拜六，在你最喜欢的夜店，我爱上了最漂亮的女生。我还不知道她的名字呢，可是我已经确定我想当她的白马公主。
5	她的脸百百的、园园的，头发黑黑的，眼睛大大的。他穿的衣服也很适合她，看起来就算是一个女神不说，她的性格也算是非常温柔。	她的脸白白的、圆圆的，头发黑黑的，眼睛大大的。她穿的衣服也很适合她，看起来就算是一个女神不说，她的性格也算是非常温柔。
1	你生日当天我真的玩得很开心，可是最近过的有点儿难过。因为上次去你生日派对的时候我看到了我的初恋情人。你们俩好像很熟，我可不可以问你们俩的关系吗？	你生日当天我真的玩得很开心，可是最近过得有点儿难过。因为上次去你生日派对的时候我看到了我的初恋情人。你们俩好像很熟，我可不可以问你们俩的关系吗？
0	我希望再跟她联络，我希望跟她说我永远不会忘掉她，也希望跟她说我爱你这三个字。	我希望再跟她联络，我希望跟她说我永远不会忘掉她，也希望跟她说我爱你这三个字。
0	那个晚上我看到了一个男生。他既高又瘦，我觉得他很帅。他穿了红色的衬衫，白色的裤子。	那个晚上我看到了一个男生。他既高又瘦，我觉得他很帅。他穿了红色的衬衫，白色的裤子。
0	虽然我认识的台湾人不多，他们都在梦里面，日本朋友一个人都没有，在梦里面连不熟的人都好好地照顾我，可是他一个人不理我，其实跟大家用中文聊天的时候，聊天让我累，可是那个时候没有累的感觉，除了他以外，跟别人聊天很开心。	虽然我认识的台湾人不多，他们都在梦里面，日本朋友一个人都没有，在梦里面连不熟的人都好好地照顾我，可是他一个人不理我，其实跟大家用中文聊天的时候，聊天让我累，可是那个时候没有累的感觉，除了他以外，跟别人聊天很开心。
0	我感觉看起来好像一直飞，感觉有很多时间的样子，我觉得轻轻松松的样子。初次什么东西都没看到，不过我发现有一点亮亮的地方，我想去亮亮的地方。我通过街和海边，我到了亮亮的地方。	我感觉看起来好像一直飞，感觉有很多时间的样子，我觉得轻轻松松的样子。初次什么东西都没看到，不过我发现有一点亮亮的地方，我想去亮亮的地方。我通过街和海边，我到了亮亮的地方。
3	那时候我们看到了一只够。这只狗很可爱，所以我们都很喜欢他，我们玩正有兴趣的时候，忽然一个老人来，他对我们说「请你们不要跟这只狗玩，这只狗不是真的够，他本来是一个坏的鬼！」。	那时候我们看到了一只狗。这只狗很可爱，所以我们都很喜欢牠，我们玩正有兴趣的时候，忽然一个老人来，他对我们说「请你们不要跟这只狗玩，这只狗不是真的狗，他本来是一个坏的鬼！」。
0	我们对他说「拜託请你帮我们！」，可是他对我们说：「谁叫你们不听我说的话？现在你们看我说的是真的。为什么你们总是得先看才能相信我？」。	我们对他说「拜託请你帮我们！」，可是他对我们说：「谁叫你们不听我说的话？现在你们看我说的是真的。为什么你们总是得先看才能相信我？」。
1	那时候我就睡醒了，我觉得很可怕、不能在睡觉。	那时候我就睡醒了，我觉得很可怕、不能再睡觉。
4	在那个梦我参加我好朋友的结婚会，在一个法国保诚。人很多，其是地方及死了，但是每一个人看起来好舒服，不注意位子够不够。	在那个梦我参加我好朋友的结婚会，在一个法国堡城。人很多，其实地方挤死了，但是每一个人看起来好舒服，不注意位子够不够。
0	从小时候开始我很喜欢说中文，不论我说得不好，我每天都跟比我会说中文的人练习。但是现在我说的中文也不好，我知道学国语很难，但是我觉得你要每天赶说中敢虽然你不会进步。	从小时候开始我很喜欢说中文，不论我说得不好，我每天都跟比我会说中文的人练习。但是现在我说的中文也不好，我知道学国语很难，但是我觉得你要每天赶说中敢虽然你不会进步。
1	我知道，有时候我跟我的爸爸、妈妈说英文都快点回忘了我的中文，我的梦给我的感受很用功因为很难。	我知道，有时候我跟我的爸爸、妈妈说英文都快点敢忘了我的中文，我的梦给我的感受很用功因为很难。
3	中文对我说是非常很难，不论你会学一千多个字，你不会说很表尊都没有用。	中文对我说是非常很难，不论你会会一千多个字，你不会说很写标都没有用。
0	我常常在晚上睡觉的时候会作梦。有一些记得住但有些却都忘了。有些梦是常常会梦到的而且每次都是梦到一样的东西。还有一些梦是过了好几天才又想起来的。	我常常在晚上睡觉的时候会作梦。有一些记得住但有些却都忘了。有些梦是常常会梦到的而且每次都是梦到一样的东西。还有一些梦是过了好几天才又想起来的。
1	在梦中飞起来是一个很平常的事。有的时候会飞得很高、从一座山跳到另一座。肚子感觉很莿激。但都不会受伤。这一种感觉让我觉得很自由自在。没有压力而且又轻松。	在梦中飞起来是一个很平常的事。有的时候会飞得很高、从一座山跳到另一座。肚子感觉很刺激。但都不会受伤。这一种感觉让我觉得很自由自在。没有压力而且又轻松。
2	有时候当在飞行中会有人跟在我的后面追我。我没有别的办法就是一定要跳跑。所以越跳越高，因为想要桃跑他们！被追的时候感觉非常紧章。	有时候当在飞行中会有人跟在我的后面追我。我没有别的办法就是一定要跳跑。所以越跳越高，因为想要逃跑他们！被追的时候感觉非常紧张。
0	有的时候如果跳太慢或是跳得不够高就会被那些坏人抓走。他们的速度很快马上就跟上来了。那个时候我就会醒来。可能是在梦中被吓了一跳。	有的时候如果跳太慢或是跳得不够高就会被那些坏人抓走。他们的速度很快马上就跟上来了。那个时候我就会醒来。可能是在梦中被吓了一跳。
1	在我的梦里我的男朋友脚踏两条船。我刚一回国，他就交新的女朋友。在我的梦里我看他们一起做甚么：他们去公园谈恋爱，后来一起回家。我非常生气，于是我马上坐飞机去台湾。来到台北亲自找我的男朋友。在路上我居然碰到他们手拉者逛街。	在我的梦里我的男朋友脚踏两条船。我刚一回国，他就交新的女朋友。在我的梦里我看他们一起做甚么：他们去公园谈恋爱，后来一起回家。我非常生气，于是我马上坐飞机去台湾。来到台北亲自找我的男朋友。在路上我居然碰到他们手拉着逛街。
1	我跟一个不那么好认识的朋友在森林里一起去散步。他在提出来他刚看完书的内容，原因我也不知道。没走很远，他就忽然停下来。我问他有什么不好，但是他没回答。他的反应又很奇怪。我就等他说话，可是他继续看术。我开始害怕。	我跟一个不那么好认识的朋友在森林里一起去散步。他在提出来他刚看完书的内容，原因我也不知道。没走很远，他就忽然停下来。我问他有什么不好，但是他没回答。他的反应又很奇怪。我就等他说话，可是他继续看书。我开始害怕。
0	我们常常睡觉里做梦，可是比较强烈的梦也醒过来以后就忘掉了。我觉得快乐、恐怕、生气的梦就忘掉，不过奇怪的梦比较记得。	我们常常睡觉里做梦，可是比较强烈的梦也醒过来以后就忘掉了。我觉得快乐、恐怕、生气的梦就忘掉，不过奇怪的梦比较记得。
2	我已经很期待我们的新年晚会！我门下个礼拜已经谈谈了我们要表演的是什么。所以我跟您要说以下我门对这次新年晚会的想法。	我已经很期待我们的新年晚会！我们下个礼拜已经谈谈了我们要表演的是什么。所以我跟您要说以下我们对这次新年晚会的想法。
0	我们为了这次的晚会要准备一场戏剧。剧情是虽然我们最初来台湾的时候因为不知道国语和文化辛苦，可是慢慢地适应台湾的生活以后，发现了台湾的魅力。	我们为了这次的晚会要准备一场戏剧。剧情是虽然我们最初来台湾的时候因为不知道国语和文化辛苦，可是慢慢地适应台湾的生活以后，发现了台湾的魅力。
1	像您看，我们觉得这场戏剧会让大家了解留学生对台湾得想法。而且我们希望鼓励更多的留学生。	像您看，我们觉得这场戏剧会让大家了解留学生对台湾的想法。而且我们希望鼓励更多的留学生。
2	如果您有时间的话，请您帮我们改以下剧本。因为剧本是我们自己写的，所以可能有几个文法的问题。如果您可以的话，我马上给您上传我们得剧本。谢谢您！	如果您有时间的话，请您帮我们改一下剧本。因为剧本是我们自己写的，所以可能有几个文法的问题。如果您可以的话，我马上给您上传我们的剧本。谢谢您！
0	为了做舞台装饰，我们需要的机器是像灯光，麦克风什么的。	为了做舞台装饰，我们需要的机器是像灯光，麦克风什么的。
0	我觉得成功大学的球场是最好的地方。在那里，地方很大所以很多人可以参加看我们的表演。	我觉得成功大学的球场是最好的地方。在那里，地方很大所以很多人可以参加看我们的表演。
3	成功大学的台湾学生一前已经希望了这一种表演。第一个，我要找谁要帮我准备那个地方跟找谁要找钱。最重要的事是找钱因为这个表演要很多钱，所以我希望朋友们可以帮我照前从公司、学校、或是从认识的人。	成功大学的台湾学生以前已经希望了这一种表演。第一个，我要找谁要帮我准备那个地方跟找谁要找钱。最重要的事是找钱因为这个表演要很多钱，所以我希望朋友们可以帮我找钱从公司、学校、或是从认识的人。
1	每一队应该表十五分钟，然后第一名的队要收到礼物。我希望国与中心可以帮我找三个老师给表演的人分。	每一队应该表十五分钟，然后第一名的队要收到礼物。我希望国语中心可以帮我找三个老师给表演的人分。
1	如果老师跟同学们有时间，每天下课以后可以一起到大学旁边的公园去练习半个小时。需要的话周末也可以见面。	如果老师跟同学们有时间，每天下课以后可以一起到大学旁边的公园去练习半个小时。需要的话週末也可以见面。
0	而且我也想向国语中心请教有没有可以给我们的教室，给我们下雨的时候机会干干地练习唱歌。	而且我也想向国语中心请教有没有可以给我们的教室，给我们下雨的时候机会干干地练习唱歌。
0	我们都希望这次新年晚会过得很顺畅也比去年的更精彩！	我们都希望这次新年晚会过得很顺畅也比去年的更精彩！
0	我觉得我们应该马上开始练习，每个礼拜练习两、三次。我们可以下课以后在教室里面练习，可是会很吵的话，应该要找另外的地方。	我觉得我们应该马上开始练习，每个礼拜练习两、三次。我们可以下课以后在教室里面练习，可是会很吵的话，应该要找另外的地方。
1	谢谢老师昨天跟我们班的同学们一起喝茶。我们都过的很快乐的时间了！那时候老师跟我们说：「这个学期的新年晚会时，每一个班都要表演，你们要表演什么？」。	谢谢老师昨天跟我们班的同学们一起喝茶。我们都过得很快乐的时间了！那时候老师跟我们说：「这个学期的新年晚会时，每一个班都要表演，你们要表演什么？」。
1	表演节目：巴里岛民族舞蹈。	表演节目：峇里岛民族舞蹈。
0	理由：三个印尼同学们都会跳峇里岛的民族舞蹈，她们说要教我们，我们都觉得这个节目又精采又吸引观众！	理由：三个印尼同学们都会跳峇里岛的民族舞蹈，她们说要教我们，我们都觉得这个节目又精采又吸引观众！
1	练习席间、地点：每个礼拜１、３、５，下课后（大概１小时）。在３０１教室。	练习时间、地点：每个礼拜１、３、５，下课后（大概１小时）。在３０１教室。
1	老师，我们班的同学们大概学好了以后，请看一下给我们建议。表演时，我们要请国语中心帮我们放音乐、当光。	老师，我们班的同学们大概学好了以后，请看一下给我们建议。表演时，我们要请国语中心帮我们放音乐、灯光。
1	据我所知同学们很爱唱歌、跳舞，他们也很有演戏的天分所以表演音乐剧绝对是一个可以让他们发挥所能的机会。	据我所知同学们很爱唱歌、跳舞，他们也很有演戏的天份所以表演音乐剧绝对是一个可以让他们发挥所能的机会。
1	剧情脚本写完后，我希望老师可以帮我们检查一下故事内容以及中文的语法。因为我们多多少少会写出很无里头的想法以及语法，也怕故事内容不适合在学校里演出，所以希望老师可以帮我们更改一下脚本。	剧情脚本写完后，我希望老师可以帮我们检查一下故事内容以及中文的语法。因为我们多多少少会写出很无厘头的想法以及语法，也怕故事内容不适合在学校里演出，所以希望老师可以帮我们更改一下脚本。
0	我们需要国语中心可以帮我们布置现场，也帮我们准备表演的道具以及其他的音乐设备。	我们需要国语中心可以帮我们布置现场，也帮我们准备表演的道具以及其他的音乐设备。
1	因为我们在台湾的时间不是很长，所以我们不太了解要在那里买我们所需要的道具，以及我们也没有佈置舞台的经验。	因为我们在台湾的时间不是很长，所以我们不太了解要在那里买我们所需要的道具，以及我们也没有布置舞台的经验。
0	谢谢老师，希望我们的表演可以进行得很顺利。	谢谢老师，希望我们的表演可以进行得很顺利。
3	这个学期我觉得我们学得很好所以我们军备的表演不但会有意思也会很好玩儿。我下个礼拜跟一个住在台湾很久的外国学生他告诉我一个故事是台湾非常有名的故事：山泊与英台。我觉得我们可以用那个情人的故事军备我们的表演。	这个学期我觉得我们学得很好所以我们准备的表演不但会有意思也会很好玩儿。我下个礼拜跟一个住在台湾很久的外国学生他告诉我一个故事是台湾非常有名的故事：山伯与英台。我觉得我们可以用那个情人的故事准备我们的表演。
0	我们先一起看这部电影再写一写。每个人会用中文写一个部份。然后你可以看一看我们写的也改一改。	我们先一起看这部电影再写一写。每个人会用中文写一个部份。然后你可以看一看我们写的也改一改。
0	我的同学、他们都会觉得很容易准备。你觉得呢？国语中心不必帮我们很多忙、只要告诉我们什么时候表演、哪一个地方。	我的同学、他们都会觉得很容易准备。你觉得呢？国语中心不必帮我们很多忙、只要告诉我们什么时候表演、哪一个地方。
0	我先告诉你因为我知道你最讲道理，你会想出来很好的办法。	我先告诉你因为我知道你最讲道理，你会想出来很好的办法。
0	除了这件事以外，我也请老师协助我们在申请学校帮助我们表演服饰和练习地点的事情种种。	除了这件事以外，我也请老师协助我们在申请学校帮助我们表演服饰和练习地点的事情种种。
1	我们班有很多不同的国家来的学生，过通的语言只是中文，都要学把中文学好。	我们班有很多不同的国家来的学生，沟通的语言只是中文，都要学把中文学好。
0	所以我想我们班唱台湾流行的一首歌，我觉得很有意思，对学生也有帮助，会认识多一点新字，别人听到也会有兴趣。	所以我想我们班唱台湾流行的一首歌，我觉得很有意思，对学生也有帮助，会认识多一点新字，别人听到也会有兴趣。
1	我的台湾朋友们都很会唱歌，而且唱的很好听，上课的时候也有教我们中文歌。	我的台湾朋友们都很会唱歌，而且唱得很好听，上课的时候也有教我们中文歌。
